Treatment,Date,Group,Sex,Time,Weight,Growth Rate,Notes,Ctime
bystander,oct 4th,Oct_4_Bystander,F,47,546,11.61702128,,3.538461538
bystander,oct 4th,Oct_4_Bystander,F,43,450,10.46511628,,-0.461538462
bystander,oct 4th,Oct_4_Bystander,F,43,367,8.534883721,,-0.461538462
bystander,oct 4th,Oct_4_Bystander,F,48,586,12.20833333,,4.538461538
bystander,oct 4th,Oct_4_Bystander,F,42,495,11.78571429,,-1.461538462
bystander,oct 4th,Oct_4_Bystander,F,42,433,10.30952381,,-1.461538462
bystander,oct 4th,Oct_4_Bystander,F,48,522,10.875,,4.538461538
bystander,oct 4th,Oct_4_Bystander,F,48,558,11.625,,4.538461538
bystander,oct 4th,Oct_4_Bystander,F,48,441,9.1875,,4.538461538
bystander,oct 4th,Oct_4_Bystander,F,47,445,9.468085106,,3.538461538
bystander,oct 4th,Oct_4_Bystander,F,46,476,10.34782609,,2.538461538
bystander,oct 4th,Oct_4_Bystander,F,45,452,10.04444444,,1.538461538
bystander,oct 4th,Oct_4_Bystander,F,44,363,8.25,,0.538461538
bystander,oct 4th,Oct_4_Bystander,F,46,526,11.43478261,,2.538461538
bystander,oct 4th,Oct_4_Bystander,F,46,440,9.565217391,,2.538461538
bystander,oct 4th,Oct_4_Bystander,F,46,406,8.826086957,,2.538461538
bystander,oct 4th,Oct_4_Bystander,F,47,525,11.17021277,,3.538461538
bystander,oct 4th,Oct_4_Bystander,F,47,474,10.08510638,,3.538461538
bystander,oct 4th,Oct_4_Bystander,F,47,424,9.021276596,,3.538461538
bystander,oct 4th,Oct_4_Bystander,F,47,553,11.76595745,,3.538461538
bystander,oct 4th,Oct_4_Bystander,F,47,538,11.44680851,,3.538461538
bystander,oct 4th,Oct_4_Bystander,F,47,533,11.34042553,,3.538461538
bystander,oct 4th,Oct_4_Bystander,F,42,409,9.738095238,,-1.461538462
bystander,oct 4th,Oct_4_Bystander,F,42,426,10.14285714,,-1.461538462
bystander,oct 4th,Oct_4_Bystander,F,42,406,9.666666667,,-1.461538462
bystander,oct 4th,Oct_4_Bystander,F,41,493,12.02439024,,-2.461538462
bystander,oct 4th,Oct_4_Bystander,F,49,635,12.95918367,,5.538461538
bystander,oct 4th,Oct_4_Bystander,F,42,372,8.857142857,,-1.461538462
bystander,oct 4th,Oct_4_Bystander,F,41,420,10.24390244,,-2.461538462
bystander,oct 4th,Oct_4_Bystander,F,41,386,9.414634146,,-2.461538462
bystander,oct 4th,Oct_4_Bystander,F,42,468,11.14285714,,-1.461538462
bystander,oct 4th,Oct_4_Bystander,F,41,527,12.85365854,,-2.461538462
bystander,oct 4th,Oct_4_Bystander,F,41,466,11.36585366,,-2.461538462
bystander,oct 4th,Oct_4_Bystander,F,42,423,10.07142857,,-1.461538462
bystander,oct 4th,Oct_4_Bystander,F,42,395,9.404761905,,-1.461538462
bystander,oct 4th,Oct_4_Bystander,F,42,432,10.28571429,,-1.461538462
bystander,oct 4th,Oct_4_Bystander,F,42,406,9.666666667,,-1.461538462
bystander,oct 4th,Oct_4_Bystander,F,42,439,10.45238095,,-1.461538462
bystander,oct 4th,Oct_4_Bystander,F,42,461,10.97619048,,-1.461538462
bystander,oct 4th,Oct_4_Bystander,F,40,387,9.675,,-3.461538462
bystander,oct 4th,Oct_4_Bystander,F,42,351,8.357142857,,-1.461538462
bystander,oct 4th,Oct_4_Bystander,F,41,401,9.780487805,,-2.461538462
bystander,oct 4th,Oct_4_Bystander,F,41,397,9.682926829,,-2.461538462
bystander,oct 4th,Oct_4_Bystander,F,40,390,9.75,POOR WING DEVELOPMENT,-3.461538462
bystander,oct 4th,Oct_4_Bystander,M,47,529,11.25531915,,2.083333333
bystander,oct 4th,Oct_4_Bystander,M,48,410,8.541666667,,3.083333333
bystander,oct 4th,Oct_4_Bystander,M,47,414,8.808510638,,2.083333333
bystander,oct 4th,Oct_4_Bystander,M,47,439,9.340425532,,2.083333333
bystander,oct 4th,Oct_4_Bystander,M,47,454,9.659574468,,2.083333333
bystander,oct 4th,Oct_4_Bystander,M,47,463,9.85106383,,2.083333333
bystander,oct 4th,Oct_4_Bystander,M,47,566,12.04255319,,2.083333333
bystander,oct 4th,Oct_4_Bystander,M,47,483,10.27659574,,2.083333333
bystander,oct 4th,Oct_4_Bystander,M,50,557,11.14,,5.083333333
bystander,oct 4th,Oct_4_Bystander,M,48,507,10.5625,,3.083333333
bystander,oct 4th,Oct_4_Bystander,M,48,475,9.895833333,,3.083333333
bystander,oct 4th,Oct_4_Bystander,M,48,480,10,,3.083333333
bystander,oct 4th,Oct_4_Bystander,M,48,494,10.29166667,,3.083333333
bystander,oct 4th,Oct_4_Bystander,M,49,489,9.979591837,,4.083333333
bystander,oct 4th,Oct_4_Bystander,M,49,480,9.795918367,,4.083333333
bystander,oct 4th,Oct_4_Bystander,M,48,493,10.27083333,,3.083333333
bystander,oct 4th,Oct_4_Bystander,M,48,461,9.604166667,,3.083333333
bystander,oct 4th,Oct_4_Bystander,M,48,455,9.479166667,,3.083333333
bystander,oct 4th,Oct_4_Bystander,M,48,509,10.60416667,,3.083333333
bystander,oct 4th,Oct_4_Bystander,M,48,451,9.395833333,,3.083333333
bystander,oct 4th,Oct_4_Bystander,M,49,325,6.632653061,"MISSING HIND LEG X1, POOR WING DEVELOPMENT",4.083333333
bystander,oct 4th,Oct_4_Bystander,M,49,484,9.87755102,,4.083333333
bystander,oct 4th,Oct_4_Bystander,M,48,442,9.208333333,,3.083333333
bystander,oct 4th,Oct_4_Bystander,M,48,423,8.8125,,3.083333333
bystander,oct 4th,Oct_4_Bystander,M,48,538,11.20833333,,3.083333333
bystander,oct 4th,Oct_4_Bystander,M,48,552,11.5,,3.083333333
bystander,oct 4th,Oct_4_Bystander,M,43,379,8.813953488,,-1.916666667
bystander,oct 4th,Oct_4_Bystander,M,43,362,8.418604651,,-1.916666667
bystander,oct 4th,Oct_4_Bystander,M,43,363,8.441860465,,-1.916666667
bystander,oct 4th,Oct_4_Bystander,M,43,361,8.395348837,,-1.916666667
bystander,oct 4th,Oct_4_Bystander,M,43,440,10.23255814,,-1.916666667
bystander,oct 4th,Oct_4_Bystander,M,43,423,9.837209302,,-1.916666667
bystander,oct 4th,Oct_4_Bystander,M,44,364,8.272727273,,-0.916666667
bystander,oct 4th,Oct_4_Bystander,M,43,405,9.418604651,,-1.916666667
bystander,oct 4th,Oct_4_Bystander,M,43,388,9.023255814,,-1.916666667
bystander,oct 4th,Oct_4_Bystander,M,43,318,7.395348837,,-1.916666667
bystander,oct 4th,Oct_4_Bystander,M,42,388,9.238095238,,-2.916666667
bystander,oct 4th,Oct_4_Bystander,M,43,375,8.720930233,,-1.916666667
bystander,oct 4th,Oct_4_Bystander,M,42,398,9.476190476,,-2.916666667
bystander,oct 4th,Oct_4_Bystander,M,42,323,7.69047619,,-2.916666667
bystander,oct 4th,Oct_4_Bystander,M,42,351,8.357142857,,-2.916666667
bystander,oct 4th,Oct_4_Bystander,M,43,375,8.720930233,,-1.916666667
bystander,oct 4th,Oct_4_Bystander,M,43,359,8.348837209,,-1.916666667
bystander,oct 4th,Oct_4_Bystander,M,43,418,9.720930233,,-1.916666667
bystander,oct 4th,Oct_4_Bystander,M,43,342,7.953488372,,-1.916666667
bystander,oct 4th,Oct_4_Bystander,M,43,323,7.511627907,,-1.916666667
bystander,oct 4th,Oct_4_Bystander,M,44,356,8.090909091,,-0.916666667
bystander,oct 4th,Oct_4_Bystander,M,44,410,9.318181818,,-0.916666667
bystander,oct 4th,Oct_4_Bystander,M,45,334,7.422222222,,0.083333333
bystander,oct 4th,Oct_4_Bystander,M,44,336,7.636363636,,-0.916666667
bystander,oct 4th,Oct_4_Bystander,M,44,413,9.386363636,,-0.916666667
bystander,oct 4th,Oct_4_Bystander,M,44,381,8.659090909,,-0.916666667
bystander,oct 4th,Oct_4_Bystander,M,46,405,8.804347826,,1.083333333
bystander,oct 4th,Oct_4_Bystander,M,46,489,10.63043478,,1.083333333
bystander,oct 4th,Oct_4_Bystander,M,45,407,9.044444444,,0.083333333
bystander,oct 4th,Oct_4_Bystander,M,45,403,8.955555556,,0.083333333
bystander,oct 4th,Oct_4_Bystander,M,45,337,7.488888889,,0.083333333
bystander,oct 4th,Oct_4_Bystander,M,44,369,8.386363636,,-0.916666667
bystander,oct 4th,Oct_4_Bystander,M,44,339,7.704545455,,-0.916666667
bystander,oct 4th,Oct_4_Bystander,M,44,332,7.545454545,,-0.916666667
bystander,oct 4th,Oct_4_Bystander,M,44,386,8.772727273,,-0.916666667
bystander,oct 4th,Oct_4_Bystander,M,44,387,8.795454545,,-0.916666667
bystander,oct 4th,Oct_4_Bystander,M,44,391,8.886363636,,-0.916666667
bystander,oct 4th,Oct_4_Bystander,M,44,342,7.772727273,,-0.916666667
bystander,oct 4th,Oct_4_Bystander,M,44,360,8.181818182,,-0.916666667
bystander,oct 4th,Oct_4_Bystander,M,44,302,6.863636364,,-0.916666667
bystander,oct 4th,Oct_4_Bystander,M,44,470,10.68181818,,-0.916666667
bystander,oct 5th,Oct_5_Bystander,F,40,485,12.125,,-0.307692308
bystander,oct 5th,Oct_5_Bystander,F,40,437,10.925,,-0.307692308
bystander,oct 5th,Oct_5_Bystander,F,40,360,9,,-0.307692308
bystander,oct 5th,Oct_5_Bystander,F,40,415,10.375,,-0.307692308
bystander,oct 5th,Oct_5_Bystander,F,40,461,11.525,,-0.307692308
bystander,oct 5th,Oct_5_Bystander,F,40,495,12.375,,-0.307692308
bystander,oct 5th,Oct_5_Bystander,F,40,394,9.85,,-0.307692308
bystander,oct 5th,Oct_5_Bystander,F,40,492,12.3,,-0.307692308
bystander,oct 5th,Oct_5_Bystander,F,40,506,12.65,,-0.307692308
bystander,oct 5th,Oct_5_Bystander,F,40,588,14.7,,-0.307692308
bystander,oct 5th,Oct_5_Bystander,F,40,387,9.675,,-0.307692308
bystander,oct 5th,Oct_5_Bystander,F,40,552,13.8,,-0.307692308
bystander,oct 5th,Oct_5_Bystander,F,40,462,11.55,,-0.307692308
bystander,oct 5th,Oct_5_Bystander,F,44,498,11.31818182,,3.692307692
bystander,oct 5th,Oct_5_Bystander,F,44,451,10.25,,3.692307692
bystander,oct 5th,Oct_5_Bystander,F,43,316,7.348837209,,2.692307692
bystander,oct 5th,Oct_5_Bystander,F,45,569,12.64444444,,4.692307692
bystander,oct 5th,Oct_5_Bystander,F,45,550,12.22222222,,4.692307692
bystander,oct 5th,Oct_5_Bystander,F,45,549,12.2,,4.692307692
bystander,oct 5th,Oct_5_Bystander,F,40,396,9.9,,-0.307692308
bystander,oct 5th,Oct_5_Bystander,F,40,405,10.125,,-0.307692308
bystander,oct 5th,Oct_5_Bystander,F,40,432,10.8,,-0.307692308
bystander,oct 5th,Oct_5_Bystander,F,41,380,9.268292683,,0.692307692
bystander,oct 5th,Oct_5_Bystander,F,41,488,11.90243902,,0.692307692
bystander,oct 5th,Oct_5_Bystander,F,40,435,10.875,,-0.307692308
bystander,oct 5th,Oct_5_Bystander,F,39,393,10.07692308,,-1.307692308
bystander,oct 5th,Oct_5_Bystander,F,39,479,12.28205128,POOR WING DEVELOPMENT,-1.307692308
bystander,oct 5th,Oct_5_Bystander,F,39,432,11.07692308,,-1.307692308
bystander,oct 5th,Oct_5_Bystander,F,39,397,10.17948718,,-1.307692308
bystander,oct 5th,Oct_5_Bystander,F,39,451,11.56410256,,-1.307692308
bystander,oct 5th,Oct_5_Bystander,F,39,494,12.66666667,,-1.307692308
bystander,oct 5th,Oct_5_Bystander,F,39,425,10.8974359,,-1.307692308
bystander,oct 5th,Oct_5_Bystander,F,39,426,10.92307692,,-1.307692308
bystander,oct 5th,Oct_5_Bystander,F,39,488,12.51282051,,-1.307692308
bystander,oct 5th,Oct_5_Bystander,F,39,384,9.846153846,,-1.307692308
bystander,oct 5th,Oct_5_Bystander,F,38,400,10.52631579,,-2.307692308
bystander,oct 5th,Oct_5_Bystander,F,37,467,12.62162162,,-3.307692308
bystander,oct 5th,Oct_5_Bystander,F,39,416,10.66666667,,-1.307692308
bystander,oct 5th,Oct_5_Bystander,F,39,428,10.97435897,,-1.307692308
bystander,oct 5th,Oct_5_Bystander,F,39,482,12.35897436,,-1.307692308
bystander,oct 5th,Oct_5_Bystander,F,39,415,10.64102564,,-1.307692308
bystander,oct 5th,Oct_5_Bystander,F,39,462,11.84615385,,-1.307692308
bystander,oct 5th,Oct_5_Bystander,M,42,433,10.30952381,,0.12962963
bystander,oct 5th,Oct_5_Bystander,M,42,390,9.285714286,,0.12962963
bystander,oct 5th,Oct_5_Bystander,M,42,318,7.571428571,,0.12962963
bystander,oct 5th,Oct_5_Bystander,M,42,405,9.642857143,,0.12962963
bystander,oct 5th,Oct_5_Bystander,M,41,359,8.756097561,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,371,9.048780488,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,363,8.853658537,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,381,9.292682927,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,421,10.26829268,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,42,389,9.261904762,MISSING HINDLEG X1,0.12962963
bystander,oct 5th,Oct_5_Bystander,M,41,431,10.51219512,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,344,8.390243902,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,42,411,9.785714286,,0.12962963
bystander,oct 5th,Oct_5_Bystander,M,45,456,10.13333333,,3.12962963
bystander,oct 5th,Oct_5_Bystander,M,39,368,9.435897436,,-2.87037037
bystander,oct 5th,Oct_5_Bystander,M,44,373,8.477272727,,2.12962963
bystander,oct 5th,Oct_5_Bystander,M,39,393,10.07692308,,-2.87037037
bystander,oct 5th,Oct_5_Bystander,M,46,446,9.695652174,,4.12962963
bystander,oct 5th,Oct_5_Bystander,M,46,542,11.7826087,,4.12962963
bystander,oct 5th,Oct_5_Bystander,M,46,498,10.82608696,,4.12962963
bystander,oct 5th,Oct_5_Bystander,M,42,367,8.738095238,,0.12962963
bystander,oct 5th,Oct_5_Bystander,M,42,422,10.04761905,,0.12962963
bystander,oct 5th,Oct_5_Bystander,M,42,372,8.857142857,,0.12962963
bystander,oct 5th,Oct_5_Bystander,M,47,498,10.59574468,,5.12962963
bystander,oct 5th,Oct_5_Bystander,M,44,538,12.22727273,,2.12962963
bystander,oct 5th,Oct_5_Bystander,M,43,388,9.023255814,,1.12962963
bystander,oct 5th,Oct_5_Bystander,M,42,382,9.095238095,,0.12962963
bystander,oct 5th,Oct_5_Bystander,M,40,420,10.5,,-1.87037037
bystander,oct 5th,Oct_5_Bystander,M,40,389,9.725,,-1.87037037
bystander,oct 5th,Oct_5_Bystander,M,40,410,10.25,,-1.87037037
bystander,oct 5th,Oct_5_Bystander,M,40,342,8.55,,-1.87037037
bystander,oct 5th,Oct_5_Bystander,M,40,374,9.35,,-1.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,373,9.097560976,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,40,406,10.15,,-1.87037037
bystander,oct 5th,Oct_5_Bystander,M,40,409,10.225,,-1.87037037
bystander,oct 5th,Oct_5_Bystander,M,40,398,9.95,,-1.87037037
bystander,oct 5th,Oct_5_Bystander,M,40,351,8.775,,-1.87037037
bystander,oct 5th,Oct_5_Bystander,M,40,368,9.2,,-1.87037037
bystander,oct 5th,Oct_5_Bystander,M,40,384,9.6,,-1.87037037
bystander,oct 5th,Oct_5_Bystander,M,40,413,10.325,,-1.87037037
bystander,oct 5th,Oct_5_Bystander,M,40,405,10.125,,-1.87037037
bystander,oct 5th,Oct_5_Bystander,M,40,400,10,,-1.87037037
bystander,oct 5th,Oct_5_Bystander,M,40,404,10.1,,-1.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,395,9.634146341,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,444,10.82926829,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,421,10.26829268,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,396,9.658536585,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,321,7.829268293,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,414,10.09756098,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,361,8.804878049,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,357,8.707317073,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,349,8.512195122,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,378,9.219512195,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,377,9.195121951,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,411,10.02439024,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,377,9.195121951,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,428,10.43902439,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,389,9.487804878,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,357,8.707317073,,-0.87037037
bystander,oct 5th,Oct_5_Bystander,M,41,385,9.390243902,,-0.87037037
new,oct 3rd,Oct_3_New,F,44,496,11.27272727,,-2.362068966
new,oct 3rd,Oct_3_New,F,44,535,12.15909091,,-2.362068966
new,oct 3rd,Oct_3_New,F,44,467,10.61363636,,-2.362068966
new,oct 3rd,Oct_3_New,F,44,533,12.11363636,,-2.362068966
new,oct 3rd,Oct_3_New,F,44,476,10.81818182,,-2.362068966
new,oct 3rd,Oct_3_New,F,45,548,12.17777778,,-1.362068966
new,oct 3rd,Oct_3_New,F,44,558,12.68181818,,-2.362068966
new,oct 3rd,Oct_3_New,F,44,427,9.704545455,,-2.362068966
new,oct 3rd,Oct_3_New,F,44,486,11.04545455,,-2.362068966
new,oct 3rd,Oct_3_New,F,44,497,11.29545455,,-2.362068966
new,oct 3rd,Oct_3_New,F,44,473,10.75,,-2.362068966
new,oct 3rd,Oct_3_New,F,43,547,12.72093023,,-3.362068966
new,oct 3rd,Oct_3_New,F,44,497,11.29545455,,-2.362068966
new,oct 3rd,Oct_3_New,F,44,499,11.34090909,,-2.362068966
new,oct 3rd,Oct_3_New,F,44,606,13.77272727,,-2.362068966
new,oct 3rd,Oct_3_New,F,44,570,12.95454545,,-2.362068966
new,oct 3rd,Oct_3_New,F,44,532,12.09090909,,-2.362068966
new,oct 3rd,Oct_3_New,F,46,497,10.80434783,,-0.362068966
new,oct 3rd,Oct_3_New,F,46,505,10.97826087,,-0.362068966
new,oct 3rd,Oct_3_New,F,46,578,12.56521739,,-0.362068966
new,oct 3rd,Oct_3_New,F,46,606,13.17391304,,-0.362068966
new,oct 3rd,Oct_3_New,F,47,539,11.46808511,,0.637931034
new,oct 3rd,Oct_3_New,F,48,353,7.354166667,"POOR WING DEVELOPMENT, MISSING HIND LEG X1",1.637931034
new,oct 3rd,Oct_3_New,F,46,439,9.543478261,,-0.362068966
new,oct 3rd,Oct_3_New,F,47,576,12.25531915,,0.637931034
new,oct 3rd,Oct_3_New,F,45,565,12.55555556,,-1.362068966
new,oct 3rd,Oct_3_New,F,45,473,10.51111111,,-1.362068966
new,oct 3rd,Oct_3_New,F,45,563,12.51111111,,-1.362068966
new,oct 3rd,Oct_3_New,F,45,506,11.24444444,,-1.362068966
new,oct 3rd,Oct_3_New,F,45,559,12.42222222,,-1.362068966
new,oct 3rd,Oct_3_New,F,45,633,14.06666667,POOR WING DEVELOPMENT,-1.362068966
new,oct 3rd,Oct_3_New,F,45,489,10.86666667,,-1.362068966
new,oct 3rd,Oct_3_New,F,45,520,11.55555556,,-1.362068966
new,oct 3rd,Oct_3_New,F,45,476,10.57777778,,-1.362068966
new,oct 3rd,Oct_3_New,F,43,528,12.27906977,,-3.362068966
new,oct 3rd,Oct_3_New,F,40,383,9.575,,-6.362068966
new,oct 3rd,Oct_3_New,F,39,389,9.974358974,,-7.362068966
new,oct 3rd,Oct_3_New,F,39,377,9.666666667,,-7.362068966
new,oct 3rd,Oct_3_New,F,43,476,11.06976744,,-3.362068966
new,oct 3rd,Oct_3_New,F,39,305,7.820512821,,-7.362068966
new,oct 3rd,Oct_3_New,F,41,390,9.512195122,,-5.362068966
new,oct 3rd,Oct_3_New,F,40,416,10.4,,-6.362068966
new,oct 3rd,Oct_3_New,F,40,435,10.875,,-6.362068966
new,oct 3rd,Oct_3_New,F,39,436,11.17948718,POOR WING DEVELOPMENT,-7.362068966
new,oct 3rd,Oct_3_New,F,39,374,9.58974359,,-7.362068966
new,oct 3rd,Oct_3_New,F,43,521,12.11627907,,-3.362068966
new,oct 3rd,Oct_3_New,F,43,625,14.53488372,,-3.362068966
new,oct 3rd,Oct_3_New,F,43,537,12.48837209,,-3.362068966
new,oct 3rd,Oct_3_New,F,43,523,12.1627907,,-3.362068966
new,oct 3rd,Oct_3_New,F,43,542,12.60465116,,-3.362068966
new,oct 3rd,Oct_3_New,F,39,348,8.923076923,,-7.362068966
new,oct 3rd,Oct_3_New,F,43,523,12.1627907,,-3.362068966
new,oct 3rd,Oct_3_New,F,43,518,12.04651163,,-3.362068966
new,oct 3rd,Oct_3_New,F,43,590,13.72093023,,-3.362068966
new,oct 3rd,Oct_3_New,M,49,377,7.693877551,MISSING HIND LEG X1,2.086956522
new,oct 3rd,Oct_3_New,M,46,489,10.63043478,,-0.913043478
new,oct 3rd,Oct_3_New,M,46,518,11.26086957,,-0.913043478
new,oct 3rd,Oct_3_New,M,46,532,11.56521739,,-0.913043478
new,oct 3rd,Oct_3_New,M,46,430,9.347826087,,-0.913043478
new,oct 3rd,Oct_3_New,M,46,416,9.043478261,,-0.913043478
new,oct 3rd,Oct_3_New,M,47,494,10.5106383,,0.086956522
new,oct 3rd,Oct_3_New,M,46,525,11.41304348,,-0.913043478
new,oct 3rd,Oct_3_New,M,46,494,10.73913043,,-0.913043478
new,oct 3rd,Oct_3_New,M,46,415,9.02173913,,-0.913043478
new,oct 3rd,Oct_3_New,M,47,422,8.978723404,,0.086956522
new,oct 3rd,Oct_3_New,M,47,471,10.0212766,MISSING HIND LEG X1,0.086956522
new,oct 3rd,Oct_3_New,M,47,328,6.978723404,"STUCK SHED, MISSING HIND LEG X2",0.086956522
new,oct 3rd,Oct_3_New,M,47,435,9.255319149,,0.086956522
new,oct 3rd,Oct_3_New,M,47,508,10.80851064,,0.086956522
new,oct 3rd,Oct_3_New,M,47,478,10.17021277,,0.086956522
new,oct 3rd,Oct_3_New,M,40,364,9.1,,-6.913043478
new,oct 3rd,Oct_3_New,M,48,356,7.416666667,,1.086956522
new,oct 3rd,Oct_3_New,M,48,435,9.0625,,1.086956522
new,oct 3rd,Oct_3_New,M,48,418,8.708333333,,1.086956522
new,oct 3rd,Oct_3_New,M,48,435,9.0625,,1.086956522
new,oct 3rd,Oct_3_New,M,42,420,10,,-4.913043478
new,oct 3rd,Oct_3_New,M,42,384,9.142857143,,-4.913043478
new,oct 3rd,Oct_3_New,M,42,385,9.166666667,,-4.913043478
new,oct 3rd,Oct_3_New,M,45,442,9.822222222,MISSING HIND LEG X1,-1.913043478
new,oct 3rd,Oct_3_New,M,45,497,11.04444444,,-1.913043478
new,oct 3rd,Oct_3_New,M,45,470,10.44444444,,-1.913043478
new,oct 3rd,Oct_3_New,M,45,367,8.155555556,,-1.913043478
new,oct 3rd,Oct_3_New,M,44,491,11.15909091,,-2.913043478
new,oct 3rd,Oct_3_New,M,44,483,10.97727273,,-2.913043478
new,oct 3rd,Oct_3_New,M,44,445,10.11363636,MISSING HIND LEG X1,-2.913043478
new,oct 3rd,Oct_3_New,M,43,342,7.953488372,,-3.913043478
new,oct 3rd,Oct_3_New,M,42,378,9,,-4.913043478
new,oct 3rd,Oct_3_New,M,43,457,10.62790698,,-3.913043478
new,oct 3rd,Oct_3_New,M,43,361,8.395348837,,-3.913043478
new,oct 3rd,Oct_3_New,M,45,474,10.53333333,,-1.913043478
new,oct 3rd,Oct_3_New,M,41,336,8.195121951,,-5.913043478
new,oct 3rd,Oct_3_New,M,41,372,9.073170732,,-5.913043478
new,oct 3rd,Oct_3_New,M,42,361,8.595238095,,-4.913043478
new,oct 3rd,Oct_3_New,M,41,455,11.09756098,,-5.913043478
new,oct 3rd,Oct_3_New,M,41,353,8.609756098,,-5.913043478
new,oct 3rd,Oct_3_New,M,41,377,9.195121951,,-5.913043478
new,oct 3rd,Oct_3_New,M,41,335,8.170731707,,-5.913043478
new,oct 3rd,Oct_3_New,M,45,391,8.688888889,,-1.913043478
new,oct 3rd,Oct_3_New,M,45,400,8.888888889,MISSING HIND LEG X1,-1.913043478
new,oct 3rd,Oct_3_New,M,45,499,11.08888889,,-1.913043478
new,oct 3rd,Oct_3_New,M,45,430,9.555555556,,-1.913043478
new,oct 3rd,Oct_3_New,M,45,480,10.66666667,,-1.913043478
new,oct 3rd,Oct_3_New,M,45,431,9.577777778,,-1.913043478
new,oct 3rd,Oct_3_New,M,45,441,9.8,,-1.913043478
new,oct 4th,Oct_4_New,F,39,399,10.23076923,,-5.241071429
new,oct 4th,Oct_4_New,M,40,401,10.025,,-4.241071429
new,oct 4th,Oct_4_New,M,40,334,8.35,,-4.241071429
new,oct 4th,Oct_4_New,M,40,354,8.85,,-4.241071429
new,oct 4th,Oct_4_New,F,40,381,9.525,,-4.241071429
new,oct 4th,Oct_4_New,F,40,400,10,,-4.241071429
new,oct 4th,Oct_4_New,F,40,399,9.975,,-4.241071429
new,oct 4th,Oct_4_New,F,40,463,11.575,,-4.241071429
new,oct 4th,Oct_4_New,F,40,494,12.35,,-4.241071429
new,oct 4th,Oct_4_New,F,40,420,10.5,,-4.241071429
new,oct 4th,Oct_4_New,F,40,400,10,,-4.241071429
new,oct 4th,Oct_4_New,F,40,430,10.75,,-4.241071429
new,oct 4th,Oct_4_New,F,40,415,10.375,,-4.241071429
new,oct 4th,Oct_4_New,F,40,494,12.35,,-4.241071429
new,oct 4th,Oct_4_New,F,40,393,9.825,,-4.241071429
new,oct 4th,Oct_4_New,F,40,368,9.2,,-4.241071429
new,oct 4th,Oct_4_New,F,40,377,9.425,,-4.241071429
new,oct 4th,Oct_4_New,F,40,404,10.1,,-4.241071429
new,oct 4th,Oct_4_New,F,40,433,10.825,,-4.241071429
new,oct 4th,Oct_4_New,F,40,457,11.425,,-4.241071429
new,oct 4th,Oct_4_New,F,40,387,9.675,,-4.241071429
new,oct 4th,Oct_4_New,F,40,534,13.35,,-4.241071429
new,oct 4th,Oct_4_New,F,40,444,11.1,,-4.241071429
new,oct 4th,Oct_4_New,F,40,414,10.35,,-4.241071429
new,oct 4th,Oct_4_New,M,41,439,10.70731707,,-3.241071429
new,oct 4th,Oct_4_New,M,41,373,9.097560976,,-3.241071429
new,oct 4th,Oct_4_New,M,41,361,8.804878049,,-3.241071429
new,oct 4th,Oct_4_New,M,41,364,8.87804878,,-3.241071429
new,oct 4th,Oct_4_New,M,41,419,10.2195122,,-3.241071429
new,oct 4th,Oct_4_New,M,41,401,9.780487805,,-3.241071429
new,oct 4th,Oct_4_New,M,41,372,9.073170732,,-3.241071429
new,oct 4th,Oct_4_New,M,41,359,8.756097561,,-3.241071429
new,oct 4th,Oct_4_New,F,41,330,8.048780488,,-3.241071429
new,oct 4th,Oct_4_New,F,41,376,9.170731707,,-3.241071429
new,oct 4th,Oct_4_New,F,41,454,11.07317073,,-3.241071429
new,oct 4th,Oct_4_New,F,41,479,11.68292683,,-3.241071429
new,oct 4th,Oct_4_New,F,41,464,11.31707317,,-3.241071429
new,oct 4th,Oct_4_New,F,41,451,11,,-3.241071429
new,oct 4th,Oct_4_New,F,41,469,11.43902439,,-3.241071429
